"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"pkgload","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.2.1",NA,"R (>= 3.4.0)","cli (>= 3.3.0), crayon, desc, fs, glue, methods, rlang (>=
1.0.3), rprojroot, utils, withr (>= 2.4.3)",NA,"bitops, covr, mathjaxr, mockr, pak, pkgbuild, Rcpp, remotes,
rstudioapi, testthat (>= 3.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"plm","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.6-3",NA,"R (>= 3.2.0)","MASS, bdsmatrix, collapse (>= 1.8.9), zoo, nlme, sandwich,
lattice, lmtest, maxLik, Rdpack, Formula, stats",NA,"AER, car, statmod, urca, pder, texreg, knitr, rmarkdown,
fixest, lfe",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"plogr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.0",NA,NA,NA,NA,"Rcpp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"plot3D","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4",NA,"R (>= 2.15)","misc3d, stats, graphics, grDevices, methods",NA,NA,NA,"GPL (>= 3.0)",NA,NA,NA,NA,"no","4.3.1"
"plotly","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.10.2",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises",NA,"MASS, maps, hexbin, ggthemes, GGally, ggalluvial, testthat,
knitr, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl, rmarkdown,
Cairo, broom, webshot, listviewer, dendextend, maptools, rgeos,
sf, png, IRdisplay, processx, plotlyGeoAssets, forcats,
palmerpenguins, rversions, reticulate, rsvg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"plotlyGeoAssets","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.0.2",NA,"R (>= 2.10)",NA,NA,"testthat, htmltools","plotly","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"plotrix","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.8-2",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"pls","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.8-2",NA,"R (>= 3.5.0)","grDevices, graphics, methods, stats",NA,"MASS, parallel, Rmpi, testthat, RUnit",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"plyr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.8.8",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"png","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1-8",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"poLCA","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.6.0.1",NA,"scatterplot3d, MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"polyclip","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.10-4",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.3.0"
"polynom","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4-1",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"poorman","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.6",NA,"R (>= 3.3)",NA,NA,"knitr, pkgdown, markdown, rmarkdown, roxygen2, tinytest",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"posterior","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.1",NA,"R (>= 3.2.0)","methods, abind, checkmate, rlang (>= 1.0.6), stats, tibble (>=
3.1.0), vctrs (>= 0.5.0), tensorA, pillar, distributional,
parallel, matrixStats",NA,"testthat (>= 2.1.0), caret (>= 6.0.84), gbm (>= 2.1.8),
randomForest (>= 4.6.14), e1071 (>= 1.7.3), dplyr, tidyr,
knitr, ggplot2, rmarkdown",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"prabclus","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.3-2",NA,"R (>= 2.10), MASS, mclust",NA,NA,"spdep, spatialreg, bootstrap, maptools, foreign, mvtnorm",NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"pracma","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.4.2",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"praise","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"prediction","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.14",NA,"R (>= 3.5.0)","utils, stats, data.table",NA,"datasets, methods, testthat","AER, aod, betareg, biglm, brglm, caret, crch, e1071, earth,
ff, ffbase, gam (>= 1.15), gee, glmnet, glmx, kernlab, lme4,
MASS, mclogit, mda, mlogit, MNP, nlme, nnet, ordinal, plm,
pscl, quantreg, rpart, sampleSelection, speedglm, survey (>=
3.31-5), survival, truncreg, VGAM","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"prettydoc","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.1",NA,NA,"rmarkdown (>= 1.17)",NA,"knitr, KernSmooth",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.3.1"
"prettyunits","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.1",NA,NA,NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"prismatic","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.1",NA,"R (>= 3.2)","graphics, farver (>= 2.0.1), grDevices",NA,"covr, crayon, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"pROC","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.18.4",NA,"R (>= 2.14)","methods, plyr, Rcpp (>= 0.11.1)","Rcpp","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2, rlang",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"processx","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.8.2",NA,"R (>= 3.4.0)","ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.7.3), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0),
webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"prodlim","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2023.03.31",NA,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, data.table, grDevices, graphics,
diagram, survival, KernSmooth, lava","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"profmem","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.6.0",NA,NA,"utils",NA,"R.rsp, markdown, microbenchmark",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"profvis","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.8",NA,"R (>= 3.0)","htmlwidgets (>= 0.3.2), purrr, rlang (>= 0.4.9), stringr,
vctrs",NA,"knitr, ggplot2, rmarkdown, testthat (>= 3.0.0), devtools,
shiny, htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"progress","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"progressr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.14.0",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, cli, crayon, pbmcapply, progress,
purrr, foreach, plyr, doFuture, future, future.apply, furrr,
RPushbullet, rstudioapi, shiny, commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"promises","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.1",NA,NA,"fastmap (>= 1.1.0), later, magrittr (>= 1.5), R6, Rcpp, rlang,
stats","later, Rcpp","future (>= 1.21.0), knitr, purrr, rmarkdown, spelling,
testthat, vembedr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"protolite","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.2.0",NA,NA,"Rcpp (>= 0.12.12), jsonlite","Rcpp","spelling, curl, testthat, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"proxy","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4-27",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"ps","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7.5",NA,"R (>= 3.4)","utils",NA,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"psych","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.3.6",NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",NA,"psychTools, GPArotation, lavaan, lme4, Rcsdp, graph, knitr,
Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"purrr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.2",NA,"R (>= 3.5.0)","cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 1.1.1), vctrs (>= 0.6.3)","cli","covr, dplyr (>= 0.7.8), httr, knitr, lubridate, rmarkdown,
testthat (>= 3.0.0), tibble, tidyselect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"pvclust","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.2-0",NA,"R (>= 2.10.0)",NA,NA,"MASS, parallel",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"qap","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1-2",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"qpdf","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.2",NA,NA,"Rcpp, askpass, curl","Rcpp","testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.3.1"
"qqconf","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.2",NA,"R (>= 4.0.0)","MASS (>= 7.3-50), robustbase (>= 0.93-4), Rcpp","Rcpp","knitr, rmarkdown, distr (>= 2.8.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"qqplotr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.0.6",NA,"R (>= 3.1), ggplot2 (>= 2.2)","dplyr, robustbase, MASS, opdisDownsampling, qqconf (>= 1.3.1)",NA,"shiny, devtools, lattice, shinyBS, knitr, rmarkdown",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"quadprog","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"quantmod","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.25",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl, jsonlite(>= 1.1)",NA,"DBI,RMySQL,RSQLite,timeSeries,xml2,downloader",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"quantreg","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","5.97",NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"interp, rgl, logspline, nor1mix, Formula, zoo, R.rsp, conquer",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"quarto","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2",NA,NA,"utils,rmarkdown,jsonlite,yaml,processx,rstudioapi,later,rsconnect
(>= 0.8.26)",NA,"knitr, testthat (>= 3.1.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"R.cache","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.16.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"R.methodsS3","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.8.2",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.0"
"R.oo","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.25.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.1)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.0"
"R.utils","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.12.2",NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"R6","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"ragg","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.5",NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"randomForest","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.7-1.1",NA,"R (>= 4.1.0), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"randtoolbox","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0.4",NA,"rngWELL (>= 0.10-1)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"rapidjsonr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.0",NA,NA,NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"rappdirs","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"raster","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.6-23",NA,"sp (>= 1.4-5), R (>= 3.5.0)","Rcpp, methods, terra (>= 1.7-29)","Rcpp","ncdf4, igraph, tcltk, parallel, rasterVis, MASS, sf,
tinytest, gstat, fields, exactextractr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"rbibutils","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.2.15",NA,"R (>= 2.10)","utils, tools",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"rcartocolor","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.1.1",NA,"R (>= 3.4)","ggplot2, scales",NA,"covr, MASS, testthat, vdiffr, sf, spData",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rcmdcheck","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.0",NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"RColorBrewer","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.0"
"Rcpp","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.11",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RcppArmadillo","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.12.6.1.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RcppCCTZ","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.12",NA,NA,"Rcpp (>= 0.11.0)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RcppDate","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.0.3",NA,NA,NA,NA,"Rcpp",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"RcppEigen","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.3.9.3",NA,"R (>= 3.6.0)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"RcppParallel","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","5.1.7",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"RcppTOML","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RCurl","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.98-1.12",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"Rdpack","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.5",NA,"R (>= 2.15.0), methods","tools, utils, rbibutils (>= 1.3)",NA,"grDevices, testthat, rstudioapi, rprojroot, gbRd",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"reactable","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.4",NA,"R (>= 3.1)","digest, htmltools (>= 0.5.2), htmlwidgets (>= 1.5.3),
jsonlite, reactR",NA,"covr, crosstalk, dplyr, fontawesome, knitr, leaflet, MASS,
rmarkdown, shiny, sparkline, testthat, tippy, V8",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"reactlog","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.1",NA,"R (>= 3.0.2)","jsonlite (>= 0.9.16),",NA,"shiny (>= 1.5.0), fontawesome (>= 0.3.0), knitr, rmarkdown,
htmltools, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"reactR","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.4",NA,NA,"htmltools",NA,"htmlwidgets (>= 1.5.3), rmarkdown, shiny, V8, knitr, usethis,
jsonlite",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"readr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.1.4",NA,"R (>= 3.5)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.1.2), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"readxl","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.3",NA,"R (>= 3.6)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","covr, knitr, rmarkdown, testthat (>= 3.1.6), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"recipes","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.7",NA,"dplyr (>= 1.1.0), R (>= 3.6)","cli, clock (>= 0.6.1), ellipsis, generics (>= 0.1.2), glue,
gower, hardhat (>= 1.3.0), ipred (>= 0.9-12), lifecycle (>=
1.0.3), lubridate (>= 1.8.0), magrittr, Matrix, purrr (>=
1.0.0), rlang (>= 1.0.3), stats, tibble, tidyr (>= 1.0.0),
tidyselect (>= 1.2.0), timeDate, utils, vctrs (>= 0.5.0), withr",NA,"covr, ddalpha, dials (>= 1.2.0), ggplot2, igraph, kernlab,
knitr, modeldata (>= 0.1.1), parsnip (>= 0.1.7), RANN,
RcppRoll, rmarkdown, rpart, rsample, RSpectra, splines2,
testthat (>= 3.0.0), workflows, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"registry","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.5-1",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"rematch","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rematch2","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"remotes","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.4.2.1",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"renv","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.2",NA,NA,"utils",NA,"BiocManager, cli, covr, cpp11, devtools, gitcreds, jsonlite,
knitr, miniUI, packrat, pak, R6, remotes, reticulate,
rmarkdown, rstudioapi, shiny, testthat, uuid, waldo, yaml,
webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"report","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.5.7",NA,"R (>= 3.6)","bayestestR (>= 0.13.0), effectsize (> 0.8.2), insight (>=
0.19.1), parameters (>= 0.20.0), performance (>= 0.9.2),
datawizard (>= 0.6.5), stats, tools, utils",NA,"brms, ivreg, knitr, lavaan, lme4, dplyr, rmarkdown, rstanarm,
survival, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"repr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.6",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"reprex","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0.2",NA,"R (>= 3.4)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"reshape","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"reshape2","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"reticulate","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.31",NA,"R (>= 3.5)","Matrix, Rcpp (>= 1.0.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, rlang, withr","Rcpp","callr, knitr, glue, cli, rmarkdown, pillar, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.3.1"
"rex","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.1",NA,NA,"lazyeval",NA,"covr, dplyr, ggplot2, Hmisc, knitr, magrittr, rmarkdown,
roxygen2, rvest, stringr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rgeos","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.6-4",NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics","sp","maptools (>= 0.8-5), testthat, XML, maps, rgdal",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"rgl","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.1",NA,"R (>= 3.3.0)","graphics, grDevices, stats, utils, htmlwidgets (>= 1.6.0),
htmltools, knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, R6,
base64enc, mime",NA,"MASS, rmarkdown (>= 2.16), deldir (>= 1.0-4), orientlib,
lattice, misc3d, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d, tcltk, js (>= 1.2), webshot2 (>= 0.1.0), downlit
(>= 0.4.0), pkgdown (>= 2.0.0), extrafont, shiny,
manipulateWidget (>= 0.9.0), testthat, markdown, crosstalk, V8,
chromote, jpeg, png","waldo","GPL",NA,NA,NA,NA,"yes","4.3.1"
"rhub","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.2",NA,NA,"assertthat, callr, cli (>= 1.1.0), crayon, desc, digest, httr,
jsonlite, parsedate, pillar, prettyunits, processx, R6,
rappdirs, rcmdcheck (>= 1.2.1), rematch, tibble, utils, uuid,
whoami, withr",NA,"covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
